Id,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,LotFrontage,Total Area,SalePrice
400,8125,7,2006,2007,100,812,280,1092,1112,438,1550,1,2,0,2,1,7,0,2007,2,438,0,168,0,0,0,65,4901,241000
401,14963,8,1996,1996,0,786,474,1260,1288,0,1288,1,1,1,1,1,4,2,1996,2,500,120,30,0,224,0,38,4713,245500
402,8767,7,2005,2005,0,24,1286,1310,1310,0,1310,0,2,0,3,1,6,1,2005,2,400,0,0,0,0,0,65,4332,164990
403,10200,5,1940,1997,0,0,672,672,672,0,672,0,1,0,2,1,4,0,1940,1,240,168,0,0,0,0,60,2425,108000
404,12090,8,1998,1998,650,0,1141,1141,1165,1098,2263,0,2,1,4,1,10,1,1998,2,420,144,123,0,0,0,93,7007,258000
405,10364,6,1995,1996,0,0,806,806,806,766,1572,0,2,1,3,1,7,1,1995,2,373,0,40,0,0,0,0,4366,168000
406,9991,4,1976,1993,0,1116,165,1281,1620,0,1620,1,2,0,3,1,8,1,1993,2,490,120,78,0,0,0,0,5212,150000
407,10480,6,1936,1950,0,0,1064,1064,1166,0,1639,0,1,0,3,1,6,0,1936,1,240,0,0,0,0,0,51,4110,115000
408,15576,6,1915,1976,0,0,840,840,840,840,1680,0,2,0,4,1,8,0,1960,1,308,0,0,160,0,0,63,4670,177000
409,14154,7,2006,2006,350,0,1063,1063,1071,1101,2172,0,2,1,3,1,9,1,2006,3,947,192,62,0,0,0,109,6961,280000
410,10800,8,2007,2008,100,789,245,1034,1050,1028,2078,1,2,1,3,1,8,1,2008,3,836,0,102,0,0,0,85,6232,339750
411,9571,5,1958,1958,0,0,1276,1276,1276,0,1276,0,1,0,3,1,5,0,1958,1,350,0,0,0,0,0,68,4179,60000
412,34650,5,1955,1955,0,1056,0,1056,1056,0,1056,1,1,0,3,1,5,0,1955,2,572,264,0,0,0,0,100,4006,145000
413,4403,7,2009,2009,432,578,892,1470,1478,0,1478,1,2,1,2,1,7,1,2009,2,484,0,144,0,0,0,0,5490,222000
414,8960,5,1927,1950,0,0,1008,1008,1028,0,1028,0,1,0,2,1,5,1,1927,2,360,0,0,130,0,0,56,3555,115000
415,11228,7,1993,1993,0,50,499,1080,1080,1017,2097,0,2,1,3,1,9,1,1993,3,678,196,187,0,0,0,59,5807,228000
416,8899,7,2007,2007,0,24,1316,1340,1340,0,1340,0,2,0,3,1,6,0,2007,2,396,100,30,0,0,0,73,4548,181134
417,7844,6,1978,1978,203,209,463,672,672,728,1400,0,1,1,3,1,6,1,1978,2,440,0,0,0,0,0,74,4117,149500
418,22420,6,1918,1950,0,1128,242,1370,1370,1254,2624,1,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,86,7486,239000
419,8160,5,1940,1950,0,312,444,756,756,378,1134,1,1,1,3,1,7,0,1940,1,240,0,0,0,0,0,60,3267,126000
420,8450,5,1968,1968,0,775,281,1056,1056,0,1056,1,1,0,3,1,6,1,1968,1,304,0,85,184,0,0,65,3743,142000
421,7060,7,1997,1998,200,1309,35,1344,1344,0,1344,2,2,0,2,2,8,0,1997,4,784,0,0,0,0,0,78,5020,206300
422,16635,6,1977,2000,126,1246,356,1602,1602,0,1602,0,2,0,3,1,8,1,1977,2,529,240,0,0,0,0,0,5703,215000
423,21750,5,1954,1954,0,0,988,988,988,0,988,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,100,3485,113000
424,9200,8,1998,1998,473,986,484,1470,1470,1160,2630,1,2,1,4,1,8,1,1998,3,696,0,66,0,0,0,80,7969,315000
425,9000,6,1956,1956,74,616,580,1196,1196,0,1196,1,1,0,2,1,6,1,1956,1,297,0,44,0,0,0,72,4005,139000
426,3378,7,1946,1992,0,0,651,651,707,682,1389,0,1,1,3,1,6,2,1947,1,240,0,0,126,0,0,60,3797,135000
427,12800,7,1989,1989,145,1518,0,1518,1644,0,1644,1,2,0,2,1,5,1,1989,2,569,80,0,0,396,0,0,5999,275000
428,8593,4,1957,1957,0,288,619,907,907,0,907,0,1,0,3,1,5,0,1964,1,352,0,0,0,0,0,77,3074,109008
429,6762,7,2007,2007,108,664,544,1208,1208,0,1208,1,2,0,2,1,6,0,2007,2,628,105,54,0,0,0,64,4522,195400
430,11457,6,1988,1988,0,1005,387,1392,1412,0,1412,1,2,0,3,1,6,1,1988,2,576,0,0,169,0,0,130,4964,175000
431,1680,6,1971,1971,232,387,96,483,483,504,987,0,1,1,2,1,4,0,1971,1,264,0,0,0,0,0,21,2955,85400
432,5586,6,1920,1998,0,0,901,901,1088,110,1198,0,1,0,4,1,7,0,0,0,0,0,98,0,0,0,60,3396,79900
433,1920,5,1971,1971,376,471,294,765,765,600,1365,1,1,1,2,1,6,0,1971,2,440,240,36,0,0,0,24,4590,122500
434,10839,6,1997,1998,0,0,926,926,926,678,1604,0,2,1,3,1,7,1,1997,2,470,0,36,0,0,0,100,4643,181000
435,1890,4,1972,1972,0,495,135,630,630,0,630,1,1,0,1,1,3,0,0,0,0,88,0,0,0,0,21,1980,81000
436,10667,7,1996,1996,0,385,70,799,827,834,1661,1,2,1,3,1,6,1,1996,2,550,158,61,0,0,0,43,4550,212000
437,4400,6,1920,1950,0,0,648,648,734,384,1118,0,1,0,2,1,6,0,1990,2,440,0,0,0,0,0,40,3325,116000
438,6000,6,1926,2004,0,0,884,884,904,0,904,0,1,0,2,1,4,0,1926,1,180,0,0,105,0,0,50,2978,119000
439,4280,5,1913,2002,0,365,75,440,694,0,694,0,1,0,2,1,4,1,1990,1,352,0,0,34,0,0,40,2215,90350
440,12354,6,1920,2000,0,0,684,684,684,512,1196,0,1,0,3,1,7,0,2005,2,528,0,46,0,0,0,67,3651,110000
441,15431,10,2008,2008,200,1767,788,3094,2402,0,2402,1,2,0,2,1,10,2,2008,3,672,0,72,0,170,0,105,8476,555000
442,12108,4,1955,1955,270,133,1307,1440,1440,0,1440,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,92,4592,118000
443,6240,5,1930,1992,0,0,1078,1078,1128,445,1573,0,2,0,3,1,8,1,1930,2,360,0,0,0,0,0,52,4586,162900
444,3922,7,2006,2007,72,0,1258,1258,1258,0,1258,0,2,0,2,1,6,1,2007,3,648,144,16,0,0,0,53,4656,172500
445,8750,7,1994,1995,0,642,273,915,933,975,1908,1,2,1,4,1,8,1,1994,2,493,144,133,0,0,0,70,5505,210000
446,9855,6,1956,1956,0,0,1436,1436,1689,0,1689,0,1,0,3,1,7,1,1956,2,480,0,0,0,0,0,73,5295,127500
447,16492,6,1966,2002,0,247,557,1517,1888,0,1888,0,2,1,2,1,6,1,1966,2,578,0,0,0,0,0,137,5161,190000
448,11214,7,1998,1999,0,0,930,930,956,930,1886,0,2,1,4,1,10,1,1998,2,431,89,0,0,0,0,0,5225,199900
449,8600,6,1937,1950,0,0,780,780,780,596,1376,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,50,3732,119500
450,6000,3,1948,2002,0,331,318,649,679,504,1183,0,1,1,2,1,6,0,1981,1,308,0,176,0,0,0,50,3501,120000
451,5684,6,1930,2005,0,0,813,813,813,0,813,0,1,0,2,1,5,0,1932,1,270,0,113,0,0,0,70,2823,110000
452,70761,7,1975,1975,0,655,878,1533,1533,0,1533,1,2,0,2,1,5,2,1975,2,576,200,54,0,0,0,62,5432,280000
453,9303,6,1996,1997,42,742,130,872,888,868,1756,1,2,1,3,1,7,0,1996,2,422,144,122,0,0,0,0,5118,204000
454,9000,8,2008,2008,0,0,768,768,786,804,1590,0,2,1,3,1,6,0,2008,2,676,0,30,0,0,0,75,4657,210000
455,9297,5,1976,1976,0,1606,122,1728,1728,0,1728,2,2,0,4,2,8,0,1976,2,560,0,0,0,0,0,63,5748,188000
456,9600,7,1973,1973,320,916,326,1242,1242,0,1242,0,1,1,3,1,6,1,1973,2,528,0,0,0,0,0,80,4576,175500
457,4571,5,1916,1950,0,0,624,624,624,720,1344,0,1,0,4,1,7,0,1916,3,513,0,0,96,0,0,34,3922,98000
458,53227,4,1954,1994,0,1116,248,1364,1663,0,1663,1,1,0,2,1,6,2,1954,2,529,224,137,0,0,0,0,5582,256000
459,5100,8,1925,1996,0,0,588,588,833,833,1666,0,1,0,3,1,7,1,1925,1,228,192,63,0,0,0,0,4404,161000
460,7015,5,1950,1950,161,185,524,709,979,224,1203,1,1,0,3,1,5,1,1950,1,352,0,0,248,0,0,0,3878,110000
461,8004,8,2009,2009,110,544,288,832,832,1103,1935,1,2,1,3,1,8,0,2009,2,552,0,150,0,0,0,75,5518,263435
462,7200,7,1936,2007,0,350,0,560,575,560,1135,1,1,0,3,1,6,0,1971,2,576,256,0,0,0,0,60,3454,155000
463,8281,5,1965,1965,0,553,0,864,864,0,864,0,1,0,3,1,5,1,1965,1,360,0,0,236,0,0,60,2878,62383
464,11988,6,1934,1995,0,326,389,715,849,811,1660,0,1,1,3,1,6,1,1939,1,240,0,0,0,0,0,74,4277,188700
465,8430,5,1978,1978,136,616,424,1040,1040,0,1040,0,2,0,3,1,5,0,0,0,0,0,0,0,0,0,60,3258,124000
466,3072,7,2004,2004,18,0,1375,1375,1414,0,1414,0,2,0,2,1,6,1,2004,2,398,144,20,0,0,0,0,4785,178740
467,10628,7,1970,1970,0,778,499,1277,1277,0,1277,1,1,0,2,1,5,1,1970,2,526,0,0,0,176,0,85,4535,167000
468,9480,5,1942,1995,224,386,342,728,888,756,1644,0,1,1,3,1,7,2,1942,1,312,168,0,0,0,0,79,4722,146500
469,11428,8,2006,2006,248,0,1626,1626,1634,0,1634,0,2,0,3,1,7,1,2006,3,866,0,44,0,0,0,98,6054,250000
470,9291,6,1993,1993,120,426,406,832,832,878,1710,0,2,1,3,1,7,0,1993,2,506,144,70,0,0,0,76,5095,187000
471,6820,8,1985,1985,0,368,0,1488,1502,0,1502,1,1,1,1,1,4,0,1985,2,528,0,54,0,140,0,0,4097,212000
472,11952,7,1977,1977,0,0,808,808,1161,808,1969,0,2,1,3,1,8,1,1977,2,534,0,0,0,276,0,92,5559,190000
473,3675,6,2005,2005,80,459,88,547,1072,0,1072,1,1,0,2,1,5,0,2005,2,525,0,28,0,0,0,35,3326,148000
474,14977,8,2006,2007,304,1350,626,1976,1976,0,1976,1,2,0,2,1,7,1,2006,3,908,250,63,0,0,0,110,7456,440000
475,5330,8,2000,2000,0,1196,298,1494,1652,0,1652,1,2,0,2,1,6,0,2000,2,499,96,48,0,0,0,41,5444,251000
476,8480,5,1963,1963,0,630,340,970,970,0,970,1,1,0,2,1,5,0,1996,2,624,0,24,0,192,0,80,3752,132500
477,13125,6,1997,1998,215,994,484,1478,1493,0,1493,1,2,0,3,1,7,1,1997,2,508,140,39,0,0,0,75,5369,208900
478,13693,9,2006,2006,772,0,2153,2153,2069,574,2643,0,2,1,3,1,9,1,2006,3,694,414,84,0,0,0,105,9406,380000
479,10637,8,2007,2008,336,1288,417,1705,1718,0,1718,1,2,0,3,1,7,1,2007,3,826,208,44,0,0,0,79,6558,297000
480,5925,4,1937,2000,435,168,739,907,1131,0,1131,0,1,0,2,1,7,0,1995,2,672,0,72,0,0,0,50,4349,89471
481,16033,9,2004,2005,378,1261,572,1833,1850,0,1850,1,2,0,3,1,8,1,2004,3,772,519,112,0,0,0,98,7317,326000
482,11846,9,2003,2004,562,1567,225,1792,1792,0,1792,1,2,0,2,1,6,1,2003,3,874,206,49,0,0,0,72,7070,374000
483,2500,7,1915,2005,0,299,611,910,916,910,1826,1,1,1,4,1,7,1,1915,1,164,0,0,0,0,0,50,4729,155000
484,4500,6,1998,1998,116,897,319,1216,1216,0,1216,1,2,0,2,1,5,0,1998,2,402,0,125,0,0,0,32,4294,164000
485,7758,5,1962,2001,0,588,411,999,999,0,999,1,1,0,3,1,6,0,1963,1,264,0,132,0,0,0,0,3395,132500
486,9600,5,1950,2007,0,607,506,1113,1113,0,1113,0,1,0,3,1,5,1,1950,1,264,0,80,120,0,0,80,3804,147000
487,10289,5,1965,1965,168,836,237,1073,1073,0,1073,1,1,1,3,1,6,0,1965,2,515,0,0,0,0,0,79,3905,156000
488,12243,5,1971,1971,0,998,486,1484,1484,0,1484,0,2,0,3,1,7,1,1971,2,487,224,0,0,180,0,70,5345,175000
489,10800,5,1900,1970,0,664,290,954,1766,648,2414,0,2,0,3,2,10,1,1970,2,520,142,0,0,0,0,60,6446,160000
490,1526,4,1970,2002,0,515,115,630,630,0,630,1,1,0,1,1,3,0,1970,1,286,0,0,0,0,0,21,2178,86000
491,2665,5,1976,1976,0,0,264,264,616,688,1304,0,1,1,3,1,4,1,1976,1,336,141,24,0,0,0,0,3375,115000
492,9490,6,1941,1950,0,403,238,806,958,620,1578,1,1,0,3,1,5,2,1941,1,240,0,0,32,0,0,79,4071,133000
493,15578,6,2006,2006,0,0,728,728,728,728,1456,0,2,1,3,1,8,0,2006,2,429,0,0,0,0,0,105,4072,172785
494,7931,5,1960,1960,0,374,363,1269,1269,0,1269,0,1,1,3,1,6,1,1964,1,308,0,0,0,0,0,70,3585,155000
495,5784,5,1938,1996,0,0,190,190,886,0,886,0,1,0,2,1,4,0,1938,1,273,144,20,80,0,0,50,2480,91300
496,7879,4,1920,1950,0,495,225,720,720,0,720,0,1,0,2,1,4,0,0,0,0,0,523,115,0,0,60,2799,34900
497,12692,8,1992,1993,0,1231,1969,3200,3228,0,3228,1,3,0,4,1,10,1,1992,2,546,264,75,291,0,0,0,10836,430000
498,9120,7,1925,1950,0,329,697,1026,1133,687,1820,1,2,0,4,1,8,0,1925,1,240,0,100,0,0,0,60,5009,184000
499,7800,5,1967,2004,89,450,414,864,899,0,899,0,1,0,3,1,5,0,1967,1,288,64,0,0,0,0,65,3104,130000
500,7535,5,1958,1985,0,111,522,912,912,0,912,0,1,0,2,1,5,0,1958,1,297,12,285,0,0,0,70,3052,120000
501,1890,6,1973,1973,285,356,316,672,672,546,1218,0,1,1,3,1,7,0,1973,1,264,144,28,0,0,0,21,3831,113000
502,9803,7,2005,2005,0,400,466,866,866,902,1768,0,2,1,3,1,7,0,2005,2,603,0,108,0,0,0,75,5116,226700
503,9170,5,1965,1965,0,698,420,1214,1214,0,1214,1,1,0,2,1,6,0,1965,2,461,0,0,184,0,0,70,4193,140000
504,15602,7,1959,1997,0,1247,254,1501,1801,0,1801,1,2,0,1,1,6,2,1959,2,484,0,54,0,161,0,100,5805,289000
505,2308,6,1974,1974,0,257,103,855,855,467,1322,0,2,1,3,1,6,1,1974,2,440,260,0,0,0,0,24,3707,147000
506,7596,5,1952,1952,360,0,960,960,960,1000,1960,0,2,0,4,2,10,0,1952,2,400,0,0,0,0,0,60,5642,124500
507,9554,8,1993,1994,125,380,397,777,1065,846,1911,0,2,1,3,1,8,1,1993,2,471,182,81,0,0,0,80,5461,215000
508,7862,6,2009,2009,0,27,1191,1218,1218,0,1218,0,2,0,2,1,4,0,2009,2,676,0,102,0,0,0,75,4434,208300
509,9600,7,1928,2005,0,141,548,689,689,689,1378,0,2,0,3,1,7,1,1928,2,360,0,0,116,0,0,60,3923,161000
510,9600,5,1959,1959,132,991,50,1041,1041,0,1041,1,1,0,3,1,6,0,1959,1,270,224,88,0,0,0,80,3839,124500
511,14559,5,1951,2000,70,650,178,1008,1363,0,1363,1,1,0,2,1,6,2,1951,1,288,324,42,0,168,0,75,4448,164900
512,6792,7,2005,2006,94,0,1368,1368,1368,0,1368,0,2,0,2,1,6,1,2005,2,474,132,35,0,0,0,40,4841,202665
513,9100,5,1958,1958,0,521,169,864,864,0,864,1,1,0,3,1,5,0,1964,2,624,0,0,0,0,0,70,3044,129900
514,9187,6,1983,1983,0,336,748,1084,1080,0,1080,0,1,1,3,1,5,0,1983,2,484,120,0,158,0,0,71,4008,134000
515,10594,5,1926,1950,0,0,768,768,789,0,789,0,1,0,2,1,5,0,1926,1,200,0,0,112,0,0,55,2659,96500
516,12220,10,2009,2009,305,1436,570,2006,2020,0,2020,1,2,1,3,1,9,1,2009,3,900,156,54,0,0,0,94,7465,402861
517,10448,6,1972,1972,333,0,689,689,1378,741,2119,0,2,1,3,1,7,1,1972,2,583,0,104,0,0,0,0,5950,158000
518,10208,7,1996,1997,921,0,1264,1264,1277,1067,2344,0,2,1,3,1,7,1,1996,3,889,220,0,0,0,0,79,7985,265000
519,9531,6,1998,1998,0,706,88,794,882,914,1796,1,2,1,3,1,7,0,1998,2,546,0,36,0,0,0,0,4972,211000
520,10918,7,1926,2004,0,0,1276,1276,1276,804,2080,0,1,1,3,1,9,2,1926,1,282,0,0,0,145,0,53,5865,234000
521,10800,4,1900,2000,0,0,0,0,694,600,1294,0,2,0,3,2,7,0,0,0,0,220,114,210,0,0,60,3134,106250
522,11988,6,1957,1957,0,777,467,1244,1244,0,1244,0,1,1,3,1,6,2,1957,1,336,0,40,0,0,0,90,4110,150000
523,5000,6,1947,1950,0,399,605,1004,1004,660,1664,0,2,0,3,1,7,2,1950,2,420,0,24,36,0,0,50,4814,159000
524,40094,10,2007,2008,762,2260,878,3138,3138,1538,4676,1,3,1,3,1,11,1,2007,3,884,208,406,0,0,0,130,14755,184750
525,11787,7,1996,1997,594,719,660,1379,1383,1015,2398,1,2,1,3,1,8,1,1996,3,834,239,60,0,0,0,95,7906,315750
526,7500,7,2005,2005,0,0,1257,1257,1266,0,1266,0,2,0,3,1,6,1,2005,2,453,38,144,0,0,0,62,4426,176000
527,13300,5,1956,2000,0,377,551,928,928,0,928,0,1,0,2,1,4,0,1956,1,252,261,0,156,0,0,70,3454,132000
528,14948,9,2008,2008,268,1330,122,1452,1476,1237,2713,1,2,1,3,1,11,1,2008,3,858,126,66,0,0,0,67,8200,446261
529,9098,4,1920,2002,0,348,180,528,605,0,605,1,1,0,2,1,5,0,0,0,0,0,0,144,0,0,58,1884,86000
530,32668,6,1957,1975,0,1219,816,2035,2515,0,2515,1,3,0,4,2,9,2,1975,2,484,0,0,200,0,0,0,7753,200624
531,10200,6,1988,1989,219,783,678,1461,1509,0,1509,1,2,0,3,1,5,1,1988,2,600,224,0,0,0,0,85,5525,175000
532,6155,6,1920,1999,0,0,611,611,751,611,1362,0,2,0,3,1,6,0,1920,2,502,0,0,84,0,0,60,3923,128000
533,7200,5,1955,2007,0,0,0,0,827,0,827,0,1,0,2,1,5,1,1967,1,392,0,0,0,0,0,60,2047,107500
534,5000,1,1946,1950,0,0,0,0,334,0,334,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,50,669,39300
535,9056,8,2004,2004,0,0,707,707,707,707,1414,0,2,1,3,1,6,1,2004,2,403,100,35,0,0,0,74,4076,178000
536,7000,5,1910,1991,0,969,148,1117,820,527,1347,1,1,0,3,1,5,0,0,0,0,85,0,148,0,0,70,4046,107500
537,8924,7,1998,1999,0,0,880,880,880,844,1724,0,2,1,3,1,8,0,1998,2,527,120,155,0,0,0,57,5133,188000
538,12735,4,1972,1972,0,600,264,864,864,0,864,0,1,0,3,1,5,0,1980,2,576,216,0,0,0,0,0,3385,111250
539,11553,5,1968,1968,188,673,378,1051,1159,0,1159,0,1,1,3,1,7,1,1968,1,336,466,0,0,0,0,0,4361,158000
540,11423,8,2001,2002,479,1358,223,1581,1601,0,1601,1,2,0,3,1,6,1,2001,2,670,180,0,0,0,0,0,6115,272000
541,14601,9,2006,2006,584,1260,578,1838,1838,0,1838,1,2,0,2,1,8,1,2006,3,765,270,68,0,0,0,85,7204,315000
542,11000,8,2000,2000,72,0,969,969,997,1288,2285,0,2,1,4,1,8,1,2000,3,648,0,56,0,0,0,0,6318,248000
543,10140,7,1998,1999,0,144,379,1650,1680,0,1680,1,2,0,3,1,7,1,1998,2,583,78,73,0,0,0,78,4620,213250
544,4058,7,1998,1998,182,584,0,723,767,0,767,1,1,0,1,1,4,0,1998,1,367,120,40,0,0,0,34,2829,133000
545,17104,7,2006,2006,0,554,100,654,664,832,1496,1,2,1,3,1,7,1,2006,2,426,100,24,0,0,0,58,4200,179665
546,13837,7,1988,1988,178,1002,0,1204,1377,806,2183,0,2,1,4,1,9,0,1988,3,786,0,0,0,0,0,0,6335,229000
547,8737,6,1923,1950,0,300,765,1065,915,720,1635,0,1,1,3,1,6,1,1950,2,440,0,38,0,0,0,70,4815,210000
548,7244,5,1970,1970,0,619,149,768,768,0,768,1,1,0,2,1,5,0,1987,2,624,104,0,0,0,0,54,3034,129500
549,8235,5,1955,1995,0,180,0,825,825,0,825,1,1,0,2,1,4,0,1963,2,720,140,50,0,0,0,49,2742,125000
550,9375,7,2003,2004,0,0,912,912,912,1182,2094,0,2,1,4,1,8,1,2003,2,615,182,182,0,0,0,75,6082,263000
551,4043,6,1977,1977,0,559,510,1069,1069,0,1069,0,2,0,2,1,4,0,1977,2,440,0,55,0,200,0,53,3904,140000
552,6000,5,1957,1957,0,308,620,928,928,0,928,0,1,0,3,1,5,0,1957,1,288,0,0,0,0,0,50,3073,112500
553,11146,8,2006,2006,250,0,1709,1709,1717,0,1717,0,2,0,3,1,7,1,2006,3,908,169,39,0,0,0,87,6511,255500
554,8777,4,1949,2003,0,0,0,0,1126,0,1126,0,2,0,2,1,5,0,2002,2,520,0,96,0,0,0,67,2870,108000
555,10625,7,2003,2004,292,866,132,998,1006,1040,2046,1,2,1,3,1,8,1,2003,3,871,320,62,0,0,0,85,6639,284000
556,6380,5,1922,1950,0,0,993,993,1048,0,1048,0,1,0,2,1,5,1,1922,1,280,0,0,116,0,0,58,3486,113000
557,14850,5,1957,1957,0,895,197,1092,1092,0,1092,1,1,0,2,1,6,1,1957,1,299,268,0,0,122,0,69,3967,141000
558,11040,4,1920,1950,0,637,0,637,897,439,1336,0,1,1,3,1,7,0,1994,1,570,0,47,120,0,0,60,4048,108000
559,21872,7,1996,1997,0,604,125,729,729,717,1446,0,2,1,3,1,6,1,1996,2,406,264,22,0,0,0,57,4316,175000
560,3196,7,2003,2004,18,0,1374,1374,1557,0,1557,0,2,0,2,1,7,1,2003,2,420,143,20,0,0,0,0,5091,234000
561,11341,5,1957,1996,180,1302,90,1392,1392,0,1392,1,1,1,3,1,5,1,1957,2,528,0,0,0,95,0,0,4982,121500
562,10010,5,1974,1975,0,1071,195,1389,1389,0,1389,1,1,0,2,1,6,1,1975,2,418,240,38,0,0,0,77,4742,170000
563,13907,5,1940,1969,0,290,706,996,996,0,996,1,1,0,3,1,6,1,0,0,0,144,0,0,0,0,63,3134,108000
564,21780,6,1918,1950,0,0,1163,1163,1163,511,1674,0,2,0,4,1,8,1,1955,2,396,72,36,0,144,0,66,5161,185000
565,13346,7,1992,2000,0,728,367,1095,1166,1129,2295,1,2,1,4,1,9,1,1992,2,590,0,40,0,0,0,0,6319,268000
566,6858,6,1915,1950,0,0,806,806,841,806,1647,1,1,1,4,1,6,0,1920,1,216,0,66,136,0,0,66,4521,128000
567,11198,9,2005,2007,245,0,1122,1122,1134,1370,2504,0,2,1,4,1,11,1,2005,3,656,144,39,0,0,0,77,7217,325000
568,10171,7,2004,2004,168,2,1515,1517,1535,0,1535,0,2,0,3,1,7,0,2004,2,532,0,0,0,0,0,70,5289,214000
569,12327,8,1983,2009,0,1441,55,1496,1496,636,2132,1,1,1,1,1,5,1,1983,2,612,349,40,0,0,0,79,6764,316600
570,7032,5,1979,1979,0,943,0,943,943,0,943,1,1,0,2,1,4,2,1979,2,600,42,0,0,0,0,0,3473,135960
571,13101,5,1965,1965,108,231,1497,1728,1728,0,1728,0,2,0,6,2,10,0,1987,2,576,0,0,0,0,0,74,5870,142600
572,7332,6,1959,1959,207,414,450,864,864,0,864,1,1,0,2,1,4,0,1959,1,288,168,0,0,0,0,60,3257,120000
573,13159,7,2009,2009,0,0,846,846,846,846,1692,0,2,1,3,1,6,0,2009,2,650,208,114,0,0,0,83,5205,224500
574,9967,7,2000,2000,0,0,384,384,774,656,1430,0,2,1,3,1,8,1,2000,2,400,100,0,0,0,0,76,3747,170000
575,10500,5,1971,2005,82,349,23,372,576,533,1109,0,1,0,3,1,5,0,1971,1,288,35,0,0,0,0,70,2996,139000
576,8480,5,1947,1950,0,442,390,832,832,384,1216,0,1,0,2,1,6,0,1947,1,336,158,0,102,0,0,80,3861,118500
577,6292,7,1928,1950,0,0,861,861,877,600,1477,0,2,0,3,1,6,1,1928,1,216,0,50,0,0,0,52,4083,145000
578,11777,5,1966,1966,97,328,285,1164,1320,0,1320,1,1,0,3,1,6,2,1966,2,564,160,68,240,0,0,96,4384,164500
579,3604,7,2007,2007,0,0,689,689,703,689,1392,0,2,0,2,1,5,0,2007,2,540,0,102,0,0,0,34,4117,146000
580,12150,5,1954,1954,335,0,1050,1050,1050,745,1795,0,2,0,4,1,7,0,1954,1,352,0,0,0,0,0,81,5329,131500
581,14585,6,1960,1987,85,594,331,1144,1429,0,1429,0,1,0,3,1,7,2,1960,2,572,216,110,0,0,0,0,4767,181900
582,12704,8,2008,2009,306,0,2042,2042,2042,0,2042,0,2,1,3,1,8,1,2009,3,1390,0,90,0,0,0,98,7915,253293
583,11841,6,1990,1990,104,816,0,816,816,0,816,1,1,0,3,1,5,0,0,0,0,0,32,0,0,0,81,2586,118500
584,13500,10,1893,2000,0,0,1237,1237,1521,1254,2775,0,3,1,3,1,9,1,1988,2,880,105,502,0,0,0,75,8278,325000
585,6120,4,1935,1995,0,0,884,884,989,584,1573,0,1,0,3,1,6,0,1935,1,240,0,0,54,120,0,51,4445,133000
586,11443,8,2005,2006,208,1460,408,1868,2028,0,2028,1,2,0,2,1,7,2,2005,3,880,326,66,0,0,0,88,7407,369900
587,10267,6,1918,2000,0,210,0,816,838,0,838,1,1,0,2,1,5,0,1961,1,275,0,0,112,0,0,55,2275,130000
588,8740,5,1982,1982,0,672,168,840,860,0,860,1,1,0,2,1,4,0,1996,2,528,0,0,0,0,0,74,3090,137000
589,25095,5,1968,2003,0,1324,113,1437,1473,0,1473,2,1,0,1,1,5,2,1968,1,452,0,48,0,60,0,65,4946,143000
590,9100,5,1930,1960,0,0,742,742,779,0,935,0,1,0,2,1,4,0,1988,1,308,0,0,0,0,0,50,2765,79500
591,8320,7,2004,2004,0,490,280,770,770,812,1582,0,2,1,3,1,6,0,2004,2,520,0,45,0,0,0,64,4502,185900
592,13478,10,2008,2008,420,1338,384,1722,1728,568,2296,1,2,1,3,1,10,1,2008,3,842,382,274,0,0,0,97,8236,451950
593,6600,5,1982,2003,0,816,0,816,816,0,816,1,1,0,2,1,4,0,1985,2,816,0,0,0,0,0,60,3266,138000
594,4435,6,2003,2003,170,685,163,848,848,0,848,1,1,0,1,1,4,0,2003,2,420,140,0,0,0,0,0,3276,140000
595,7990,5,1975,1975,0,0,924,924,924,0,924,0,1,0,3,1,5,0,1981,1,280,0,0,0,0,0,88,3053,110000
596,11302,8,2005,2006,238,1422,392,1814,1826,0,1826,1,2,0,3,1,7,1,2005,3,758,180,75,0,120,0,69,6840,319000
597,3600,6,1910,1993,0,0,684,684,684,684,1368,0,1,0,3,1,7,0,1930,1,216,0,158,0,0,0,60,3795,114504
598,3922,7,2006,2007,72,0,1258,1258,1402,0,1402,0,0,2,2,1,7,1,2006,3,648,120,16,0,0,0,53,4920,194201
599,12984,5,1977,1977,459,1283,0,1430,1647,0,1647,1,2,0,3,1,7,1,1977,2,621,0,0,0,0,0,80,5660,217500
600,1950,6,1980,1980,0,81,23,716,716,840,1556,1,2,1,3,1,6,1,1980,2,452,161,0,0,0,0,24,3833,151000
